id	url	kind	items	name	name_ja	collector	category	lang	tags	interval	description
gov-dataeuropa-search	https://data.europa.eu/api/hub/search/search?q=procurement&limit=50	json:result.results	50	data.europa.eu — Dataset Search	欧州オープンデータポータル 検索	government	procurement	en	eu,opendata,procurement,catalogue	86400	Search across the official EU open data portal, here scoped to public procurement datasets.
gov-echr-hudoc	https://hudoc.echr.coe.int/app/query/results?query=contentsitename%3AECHR&select=itemid%2Cdocname%2Cappno&sort=&start=0&length=50	json:results	50	ECHR HUDOC — Judgments and Decisions	欧州人権裁判所 判例DB	legal	courts	en	echr,humanrights,courts,europe	21600	Judgments and decisions of the European Court of Human Rights from the HUDOC case-law database.
gov-icc-press	https://www.icc-cpi.int/rss.xml	rss	10	International Criminal Court — News	国際刑事裁判所 ニュース	legal	courts	en	icc,warcrimes,courts,international	3600	International Criminal Court press releases, arrest warrants and situation updates.
gov-un-news-fr	https://news.un.org/feed/subscribe/fr/news/all/rss.xml	rss	30	UN News (French)	国連ニュース（仏語）	government	transparency	fr	un,news,multilateral	3600	United Nations news service in French across all UN bodies and missions.
gov-un-news-es	https://news.un.org/feed/subscribe/es/news/all/rss.xml	rss	30	UN News (Spanish)	国連ニュース（西語）	government	transparency	es	un,news,multilateral	3600	United Nations news service in Spanish across all UN bodies and missions.
gov-un-news-ar	https://news.un.org/feed/subscribe/ar/news/all/rss.xml	rss	30	UN News (Arabic)	国連ニュース（アラビア語）	government	transparency	ar	un,news,multilateral	3600	United Nations news service in Arabic across all UN bodies and missions.
gov-un-news-ru	https://news.un.org/feed/subscribe/ru/news/all/rss.xml	rss	30	UN News (Russian)	国連ニュース（露語）	government	transparency	ru	un,news,multilateral	3600	United Nations news service in Russian across all UN bodies and missions.
gov-un-news-zh	https://news.un.org/feed/subscribe/zh/news/all/rss.xml	rss	30	UN News (Chinese)	国連ニュース（中国語）	government	transparency	zh	un,news,multilateral	3600	United Nations news service in Chinese across all UN bodies and missions.
gov-ohchr-news	https://www.ohchr.org/en/rss.xml	rss	10	UN Human Rights Office — News	国連人権高等弁務官事務所 ニュース	government	transparency	en	un,humanrights,ohchr	3600	OHCHR statements, special rapporteur communications and country human rights findings.
gov-unep-news	https://www.unep.org/rss.xml	rss	10	UN Environment Programme — News	国連環境計画 ニュース	government	regulator	en	un,environment,unep	3600	UN Environment Programme announcements, treaty negotiations and assessments.
gov-unhcr-population	https://api.unhcr.org/population/v1/population/?limit=50&yearFrom=2023	json:items	50	UNHCR — Refugee Population Statistics	UNHCR 難民人口統計	government	statistics	en	un,unhcr,refugees,statistics	86400	Refugee, asylum-seeker and IDP population figures by country of origin and asylum.
gov-unsd-sdg-indicators	https://unstats.un.org/SDGAPI/v1/sdg/Indicator/List	json-array	251	UN SDG — Indicator Registry	国連SDG 指標一覧	government	statistics	en	un,sdg,indicators,statistics	604800	Full registry of the 251 UN Sustainable Development Goal indicators with series and targets.
gov-un-comtrade-reporters	https://comtradeapi.un.org/files/v1/app/reference/Reporters.json	json:results	255	UN Comtrade — Reporter Registry	国連コムトレード 報告国一覧	government	statistics	en	un,trade,comtrade,reference	604800	Reference list of all reporting countries and territories in UN Comtrade trade statistics.
gov-unesco-uis-indicators	https://api.uis.unesco.org/api/public/definitions/indicators	json-array	5063	UNESCO UIS — Indicator Definitions	ユネスコ統計研究所 指標定義	government	statistics	en	un,unesco,education,statistics	604800	Over 5,000 UNESCO Institute for Statistics indicator definitions covering education, science and culture.
gov-wto-news	https://www.wto.org/library/rss/latest_news_e.xml	rss	10	WTO — Latest News	世界貿易機関 最新ニュース	government	regulator	en	wto,trade,disputes	3600	World Trade Organization news: disputes, accessions, notifications and council meetings.
gov-wipo-news	https://www.wipo.int/pressroom/en/rss.xml	rss	10	WIPO — Press Room	世界知的所有権機関 報道発表	government	regulator	en	wipo,ip,patents,trademarks	86400	World Intellectual Property Organization press releases and treaty developments.
gov-bis-cbspeeches	https://www.bis.org/doclist/cbspeeches.rss	rss	25	BIS — Central Bankers' Speeches	BIS 中央銀行総裁講演集	finance	statistics	en	bis,centralbank,speeches,global	86400	Bank for International Settlements collection of speeches by central bank governors worldwide.
gov-imf-datamapper-indicators	https://www.imf.org/external/datamapper/api/v1/indicators	json-object	1	IMF DataMapper — Indicator Catalogue	IMF データマッパー 指標目録	finance	statistics	en	imf,statistics,macro	604800	Catalogue of every IMF DataMapper macroeconomic indicator with units and source dataset.
gov-worldbank-projects	https://search.worldbank.org/api/v2/projects?format=json&rows=50	json-object	1	World Bank — Project Operations	世界銀行 プロジェクト一覧	government	transparency	en	worldbank,projects,development,finance	86400	World Bank lending operations with country, sector, commitment amount and approval status.
gov-worldbank-procnotices	https://search.worldbank.org/api/v2/procnotices?format=json&rows=50	json:procnotices	50	World Bank — Procurement Notices	世界銀行 調達公告	government	procurement	en	worldbank,procurement,tenders,global	21600	Live World Bank procurement notices: bids, expressions of interest and contract awards worldwide.
gov-worldbank-wds	https://search.worldbank.org/api/v2/wds?format=json&rows=50	json-object	1	World Bank — Documents and Reports	世界銀行 文書・報告書	government	transparency	en	worldbank,documents,development	86400	World Bank Documents & Reports archive: country reports, appraisals and evaluations.
gov-worldbank-indicators	https://api.worldbank.org/v2/indicator?format=json&per_page=100	json-array	2	World Bank — Indicator Catalogue	世界銀行 指標カタログ	government	statistics	en	worldbank,indicators,statistics	604800	Catalogue of World Bank development indicators with source, topic and definition.
gov-worldbank-sources	https://api.worldbank.org/v2/sources?format=json&per_page=100	json-array	2	World Bank — Data Source Registry	世界銀行 データソース一覧	government	statistics	en	worldbank,statistics,reference	604800	Registry of World Bank data sources and databanks feeding the open data API.
gov-hdx-packages	https://data.humdata.org/api/3/action/package_search?rows=50	json:result.results	50	OCHA HDX — Humanitarian Data Catalogue	OCHA HDX 人道データ目録	government	transparency	en	un,ocha,humanitarian,opendata	21600	UN OCHA Humanitarian Data Exchange: newly published crisis, displacement and needs datasets.
gov-iati-registry	https://iatiregistry.org/api/3/action/package_search?rows=50	json:result.results	50	IATI Registry — Aid Activity Publishers	IATI 援助活動レジストリ	government	transparency	en	aid,iati,transparency,development	86400	International Aid Transparency Initiative registry of donor activity files and publishers.
gov-idea-elections	https://www.idea.int/rss.xml	rss	10	International IDEA — Democracy and Elections	国際IDEA 民主主義・選挙	government	elections	en	elections,democracy,governance	86400	International IDEA analysis of electoral processes, constitutions and democratic backsliding.
gov-afdb-news	https://www.afdb.org/en/news-and-events/rss	rss	20	African Development Bank — News	アフリカ開発銀行 ニュース	government	transparency	en	africa,afdb,development,finance	3600	African Development Bank project approvals, country strategies and governance announcements.
gov-gleif-lei-issuers	https://api.gleif.org/api/v1/lei-issuers?page[size]=50	json:data	40	GLEIF — LEI Issuing Organisations	GLEIF LEI発行機関	finance	registry	en	lei,gleif,registry,global	604800	Accredited Local Operating Units authorised to issue Legal Entity Identifiers worldwide.
gov-gleif-lei-jp	https://api.gleif.org/api/v1/lei-records?filter[entity.legalAddress.country]=JP&page[size]=50	json:data	50	GLEIF — Japanese LEI Records	GLEIF 日本法人LEI	finance	registry	en	lei,gleif,japan,registry	86400	Legal Entity Identifier records for entities registered in Japan, with legal name and address.
gov-govuk-search	https://www.gov.uk/api/search.json?count=50&order=-public_timestamp	json:results	50	GOV.UK — Whole-Site Content Search	GOV.UK 全文検索API	government	transparency	en	uk,govuk,search,announcements	3600	Every newly published GOV.UK item across all departments, ordered by publication time.
gov-govuk-guidance-atom	https://www.gov.uk/search/guidance-and-regulation.atom	atom	20	GOV.UK — Guidance and Regulation	GOV.UK 指針・規制	government	regulator	en	uk,govuk,guidance,regulation	3600	New UK government guidance and regulatory documents across all departments.
gov-govuk-policy-atom	https://www.gov.uk/search/policy-papers-and-consultations.atom	atom	20	GOV.UK — Policy Papers and Consultations	GOV.UK 政策文書・意見公募	government	transparency	en	uk,govuk,policy,consultations	3600	UK policy papers and open consultations as published.
gov-govuk-transparency-atom	https://www.gov.uk/search/transparency-and-freedom-of-information-releases.atom	atom	20	GOV.UK — Transparency and FOI Releases	GOV.UK 情報公開・透明性資料	government	transparency	en	uk,govuk,foi,transparency	3600	UK transparency data and Freedom of Information disclosure logs.
gov-govuk-stats-atom	https://www.gov.uk/search/research-and-statistics.atom	atom	20	GOV.UK — Research and Statistics	GOV.UK 調査・統計	government	statistics	en	uk,govuk,statistics	3600	UK official statistics and research publications across all departments.
gov-govuk-all-atom	https://www.gov.uk/search/all.atom	atom	10	GOV.UK — All Content	GOV.UK 全コンテンツ	government	transparency	en	uk,govuk,firehose	3600	Combined firehose of newly published GOV.UK content of every document type.
gov-govuk-cma-cases	https://www.gov.uk/cma-cases.atom	atom	50	CMA — Competition Cases	英国CMA 競争法事件	legal	regulator	en	uk,cma,antitrust,mergers	3600	UK Competition and Markets Authority merger, cartel and market investigation case updates.
gov-govuk-drug-alerts	https://www.gov.uk/drug-device-alerts.atom	atom	50	MHRA — Drug and Device Alerts	MHRA 医薬品・医療機器警報	government	regulator	en	uk,mhra,recalls,medicines	3600	UK medicines and medical device safety alerts, recalls and field safety notices.
gov-govuk-org-hmt	https://www.gov.uk/government/organisations/hm-treasury.atom	atom	20	HM Treasury — Announcements	英国財務省 発表	finance	regulator	en	uk,treasury,fiscal,sanctions	3600	UK HM Treasury announcements including fiscal statements and financial sanctions notices.
gov-govuk-org-moj	https://www.gov.uk/government/organisations/ministry-of-justice.atom	atom	20	Ministry of Justice — Announcements	英国法務省 発表	legal	courts	en	uk,justice,courts,prisons	3600	UK Ministry of Justice announcements on courts, sentencing and prisons.
gov-govuk-org-ago	https://www.gov.uk/government/organisations/attorney-generals-office.atom	atom	20	Attorney General's Office — Announcements	英国法務長官府 発表	legal	courts	en	uk,attorneygeneral,prosecution	3600	UK Attorney General's Office announcements, including unduly lenient sentence referrals.
gov-govuk-org-cps	https://www.gov.uk/government/organisations/crown-prosecution-service.atom	atom	20	Crown Prosecution Service — Announcements	英国検察庁 発表	legal	courts	en	uk,cps,prosecution,charges	3600	UK Crown Prosecution Service charging decisions and prosecution outcomes.
gov-govuk-org-nca	https://www.gov.uk/government/organisations/national-crime-agency.atom	atom	20	National Crime Agency — Announcements	英国国家犯罪対策庁 発表	legal	watchlist	en	uk,nca,organisedcrime,lawenforcement	3600	UK National Crime Agency operations against organised crime, trafficking and money laundering.
gov-govuk-org-homeoffice	https://www.gov.uk/government/organisations/home-office.atom	atom	20	Home Office — Announcements	英国内務省 発表	government	regulator	en	uk,homeoffice,immigration,policing	3600	UK Home Office announcements on immigration, policing and counter-terrorism.
